name,year,kms_driven,fuel_type,Price
Ford Figo Diesel EXI,2015,70000,Diesel,292000
Tata Safari DICOR 2.2 LX 4x2,2012,80000,Diesel,390000
Ford Figo 1.2P Titanium Plus MT,2016,44000,Petrol,550000
Maruti Celerio ZXI,2014,25000,Petrol,385000
Hyundai Creta 1.6 VTVT S,2016,25000,Petrol,800000
Maruti Swift Dzire VXI 1.2,2019,10000,Petrol,675000
Tata Hexa XT,2018,50000,Diesel,1525000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,30000,Diesel,950000
Hyundai i20 Active 1.4 SX with AVN,2015,50000,Diesel,610000
Hyundai i20 Asta 1.4 CRDi,2012,120000,Diesel,525000
Honda Amaze S CVT Diesel BSIV,2019,40000,Diesel,700000
Mahindra Bolero 2011-2019 SLE,2015,80000,Diesel,375000
Nissan Terrano XL Plus 85 PS,2015,90000,Diesel,580000
Maruti Swift VXI Windsong Limited edition,2015,50000,Petrol,434999
Datsun RediGO 1.0 S,2020,2136,Petrol,350000
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,250000,Diesel,730000
Hyundai i20 Magna 1.2,2015,35000,Petrol,600000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,120000,Diesel,1050000
Maruti Baleno Alpha 1.3,2017,70000,Diesel,735000
Renault Duster 110PS Diesel RxZ,2018,18000,Diesel,1050000
Chevrolet Enjoy 1.3 TCDi LS 7,2016,110000,Diesel,420000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,60000,Diesel,800000
Toyota Fortuner 4x2 AT,2015,60000,Diesel,2000000
Maruti Swift Dzire VDI,2016,147000,Diesel,600000
Toyota Fortuner 4x2 AT,2015,130000,Diesel,1900000
Chevrolet Captiva LT,2011,99500,Diesel,500000
Tata Indica Vista Aqua 1.4 TDI,2011,110000,Diesel,200000
Nissan Micra Active XL Petrol,2016,35000,Petrol,370000
Hyundai Verna Transform CRDi VGT SX ABS,2010,110000,Diesel,260000
Mahindra KUV 100 mFALCON D75 K8,2016,100000,Diesel,280000
Maruti Ertiga VXI,2014,21000,Petrol,610000
Ford Fiesta Titanium 1.5 TDCi,2013,60000,Diesel,300000
Tata Indigo CS LX DiCOR,2010,40000,Diesel,140000
Hyundai i10 Magna 1.1L,2008,50000,Petrol,229999
Maruti A-Star Vxi,2010,65000,Petrol,200000
Maruti Wagon R VXI BSIII,2011,80000,Petrol,200000
Hyundai Verna 1.6 CRDi S,2015,119000,Diesel,560000
Maruti Ertiga SHVS VDI,2016,80000,Diesel,750000
Maruti Swift VDI BSIV,2017,90000,Diesel,585000
Hyundai Verna 1.6 VTVT S Option,2016,20000,Petrol,760000
Maruti Swift VDI BSIV,2014,80000,Diesel,430000
Mahindra KUV 100 D75 K6 Plus,2020,44665,Diesel,480000
Kia Seltos HTE D,2019,10000,Diesel,643000
Hyundai Xcent 1.2 VTVT S,2018,60000,Petrol,500000
Honda Brio 1.2 S MT,2016,22000,Petrol,425000
Maruti Alto 800 LXI,2014,25000,Petrol,250000
Maruti Celerio LDi,2016,70000,Diesel,285000
Maruti Swift Dzire VXi,2008,123000,Petrol,160000
Volkswagen Vento Diesel Trendline,2011,70000,Diesel,250000
Chevrolet Beat LS,2013,70000,Petrol,170000
Toyota Etios Liva GD,2013,45000,Diesel,409999
Hyundai Grand i10 AT Asta,2015,40000,Petrol,400000
Maruti Swift Dzire VDI,2019,30000,Diesel,700000
Honda Civic 1.8 V AT,2007,90000,Petrol,350000
Maruti Ertiga BSIV VXI,2016,34000,Petrol,660000
Maruti Alto 800 VXI,2017,25000,Petrol,268000
Maruti Alto 800 VXI,2016,50000,Petrol,270000
Chevrolet Beat Diesel LT,2013,50000,Diesel,300000
Tata Tiago 1.2 Revotron XZ,2017,90000,Petrol,450000
Chevrolet Beat Diesel LT,2012,70000,Diesel,220000
Tata New Safari DICOR 2.2 VX 4x2,2009,146000,Diesel,250000
Ford Figo Petrol EXI,2012,85000,Petrol,300000
Tata Indica V2 2001-2011 DLS BSIII,2009,201850,Diesel,88000
Maruti Swift Dzire VDI,2016,30000,Diesel,561000
Maruti Swift Dzire VDI,2018,15000,Diesel,755000
Datsun RediGO S,2017,25000,Petrol,235000
Maruti Alto K10 LXI,2011,90000,Petrol,165000
Maruti Swift Dzire LDi,2008,80000,Diesel,190000
Tata Indica V2 DLX BSII,2011,50000,Diesel,110000
Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,80000,Diesel,320000
Maruti Swift VDI BSIV,2010,110000,Diesel,330000
Hyundai i20 Asta Option 1.2,2016,38000,Petrol,540000
Hyundai EON Era Plus,2013,60000,Petrol,180000
Maruti Eeco 7 Seater Standard BSIV,2016,100000,Petrol,270000
Maruti Swift Dzire 1.2 Vxi BSIV,2012,30000,Petrol,450000
Maruti Swift Dzire VXI,2014,30000,Petrol,450000
Chevrolet Beat LT,2015,50000,Petrol,200000
Tata Tiago 1.2 Revotron XZ,2017,42000,Petrol,425000
Chevrolet Sail 1.2 LS ABS,2016,30000,Petrol,400000
Maruti Alto LXi BSIII,2009,60000,Petrol,125000
Jeep Compass 2.0 Longitude Option BSIV,2018,14000,Diesel,1600000
Honda City i VTEC VX,2015,22000,Petrol,900000
Volkswagen Vento Diesel Highline,2012,90000,Diesel,450000
Maruti Alto K10 2010-2014 VXI,2011,46000,Petrol,210000
Hyundai i20 1.2 Asta Option,2018,20000,Petrol,801000
Tata Venture EX 7 Str Captain Seats,2014,15000,Diesel,317000
Maruti Ertiga VXI,2015,40000,Petrol,600000
Hyundai i20 Magna,2014,30000,Petrol,330000
Hyundai EON Magna Plus,2017,15000,Petrol,320000
Maruti Estilo LXI,2010,50000,Petrol,160000
Hyundai Getz GLX,2007,110000,Petrol,120000
Maruti Alto LXi,2009,70000,Petrol,130000
Chevrolet Sail 1.2 LS,2015,80000,Petrol,220000
Maruti Swift VDI BSIV,2008,50000,Diesel,229999
Tata Zest Revotron 1.2T XM,2015,110000,Petrol,340000
Ford Classic 1.4 Duratorq CLXI,2013,70000,Diesel,200000
Maruti Alto LXI,2002,50000,Petrol,140000
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,190000,Diesel,1000000
Mahindra Bolero SLX,2010,100000,Diesel,495000
Maruti Alto 800 LXI,2015,60000,Petrol,236000
Maruti Wagon R VXI BS IV,2015,40000,Petrol,390000
Maruti Swift Dzire VDi,2009,90000,Diesel,275000
Tata Safari Storme EX,2015,110000,Diesel,503000
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,32000,Diesel,775000
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,30000,Diesel,1800000
Hyundai Creta 1.6 CRDi SX,2016,58000,Diesel,850000
Maruti Vitara Brezza VDi,2018,5000,Diesel,750000
Hyundai i20 1.2 Spotz,2018,25000,Petrol,570000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,32000,Petrol,580000
Honda Jazz 1.2 VX i VTEC,2016,30000,Petrol,484999
Honda BR-V i-VTEC S MT,2017,43000,Petrol,700000
Hyundai Verna S,2012,60000,Petrol,415000
Nissan Micra XV CVT,2015,50000,Petrol,325000
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,14200,Petrol,550000
Hyundai EON Sportz,2017,10000,Petrol,300000
Datsun RediGO T Option,2018,25000,Petrol,217000
Ford Freestyle Titanium Petrol BSIV,2018,19100,Petrol,700000
Hyundai Santro Sportz AMT BSIV,2019,25000,Petrol,466000
Ford EcoSport 1.5 Diesel Trend BSIV,2014,54000,Diesel,484999
Nissan Sunny XL D,2018,35000,Diesel,670000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,20000,Petrol,500000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,52000,Diesel,675000
Hyundai i20 1.4 CRDi Asta,2011,120000,Diesel,220000
Jeep Compass 2.0 Limited,2017,50000,Diesel,1650000
Maruti Ertiga ZDI,2013,120000,Diesel,630000
Tata Manza Aura Quadrajet,2010,90000,Diesel,250000
Maruti Wagon R LXI,2004,120000,Petrol,120000
Skoda Rapid 1.5 TDI Elegance,2015,101500,Diesel,300000
Hyundai Verna 1.6 CRDi EX AT,2013,75000,Diesel,525000
Maruti Alto K10 LXI,2011,97500,Petrol,204999
Maruti Alto K10 LXI,2011,97500,Petrol,204999
Mahindra Scorpio 1.99 S10,2016,100000,Diesel,1100000
Renault Duster 110PS Diesel RxZ,2012,55735,Diesel,480000
Mahindra XUV500 W4,2014,80000,Diesel,605000
Maruti Alto 800 LXI Optional,2016,50000,Petrol,250000
Ford Figo Diesel Celebration Edition,2013,70000,Diesel,245000
Hyundai i10 Magna 1.2 iTech SE,2012,76000,Petrol,210000
Maruti Swift Dzire VXI 1.2,2020,1500,Petrol,730000
Mahindra Bolero 2011-2019 SLX,2012,76000,Diesel,500000
Maruti Wagon R VXI Optional,2015,40000,Petrol,400000
Hyundai EON Magna Plus,2015,60000,Petrol,280000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,170000,Diesel,561000
Mitsubishi Pajero Sport 4X4,2013,181491,Diesel,950000
Chevrolet Beat Diesel LS,2016,53319,Diesel,375000
Volkswagen Ameo 1.5 TDI Comfortline,2017,40906,Diesel,700000
Toyota Etios VX,2012,31711,Petrol,375000
Hyundai EON Era Plus,2012,43755,Petrol,270000
Renault KWID RXT,2016,66693,Petrol,300000
Maruti Zen Estilo VXI BSIV,2010,59549,Petrol,225000
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,94385,Diesel,1350000
Maruti Zen Estilo LXI BSIII,2010,73730,Petrol,200000
Hyundai Verna 1.6 SX,2011,221889,Diesel,400000
Honda Amaze VX i-DTEC,2013,116104,Diesel,500000
Maruti Swift VXI BSIV,2015,150546,Petrol,500000
Toyota Fortuner 2.8 2WD MT,2013,148120,Diesel,1500000
Ford Ecosport 1.5 Ti VCT MT Titanium,2015,20000,Petrol,555000
Hyundai Grand i10 1.2 Kappa Magna AT,2018,30000,Petrol,580000
Tata Aria Pride,2011,142000,Diesel,337000
Tata Sumo CX 10 Str BSIV,2011,20000,Diesel,175000
Tata Manza Aura Plus Quadrajet,2009,120000,Diesel,180000
Hyundai i10 Sportz 1.1L,2011,80000,Petrol,200000
Tata Indigo CS LX (TDI) BS-III,2016,60000,Diesel,260000
Renault KWID 1.0 RXT Optional,2016,25000,Petrol,350000
Mahindra Bolero SLX,2011,50000,Diesel,409999
Mahindra TUV 300 T8,2017,126000,Diesel,655000
Maruti Swift Dzire LDI,2015,170000,Diesel,370000
Maruti Alto 800 LXI,2013,24000,Petrol,200000
Maruti Ertiga SHVS ZDI,2017,100000,Diesel,800000
Tata Tiago NRG Petrol,2019,10000,Petrol,550000
Ford Figo Diesel ZXI,2012,70000,Diesel,300000
Maruti Omni E MPI STD BS IV,2017,40000,Petrol,220000
Maruti Wagon R LXI BS IV,2011,110000,Petrol,196000
Hyundai i10 Era,2008,80000,Petrol,135000
Tata Bolt Revotron XE,2015,16500,Petrol,299000
Maruti Alto K10 VXI,2017,30000,Petrol,300000
Maruti Ertiga SHVS VDI,2017,80000,Diesel,720000
Tata Safari Storme EX,2016,50000,Diesel,650000
Maruti Alto K10 VXI,2016,25000,Petrol,300000
Hyundai Grand i10 1.2 CRDi Asta,2019,20000,Diesel,750000
Renault KWID RXT,2016,60000,Petrol,260000
Maruti Swift VDI,2011,70000,Diesel,300000
Mahindra Bolero 2011-2019 SLX,2014,50000,Diesel,600000
Honda Accord V6 AT,2004,100000,Petrol,275000
Maruti Alto K10 VXI,2015,52000,Petrol,250000
Maruti Swift Dzire VDI,2014,80000,Diesel,420000
Hyundai EON Era Plus,2015,50000,Petrol,235000
Mahindra Scorpio S10 7 Seater,2016,60000,Diesel,1100000
Maruti Alto K10 VXI,2019,25000,Petrol,360000
Hyundai Grand i10 CRDi Asta,2014,50000,Diesel,380000
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,125000,Diesel,650000
Maruti Wagon R VXI Optional,2016,80000,Petrol,350000
Mahindra Bolero 2011-2019 DI - AC BS III,2017,70000,Diesel,700000
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2010,90000,Diesel,270000
Tata Bolt Quadrajet XE,2017,50000,Diesel,450000
Mahindra Thar CRDe,2016,101000,Diesel,630000
Mahindra Xylo E4 BS IV,2010,168000,Diesel,229999
Mahindra Xylo E4 BS IV,2010,168000,Diesel,229999
Maruti Wagon R VXI BS IV,2011,40000,Petrol,270000
Tata Indica Vista Aura Safire Anniversary Edition,2009,28900,Petrol,135000
Maruti Wagon R VXI BS IV,2012,20000,Petrol,275000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,9000,Diesel,2625000
Lexus ES 300h,2019,20000,Petrol,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,45000,Diesel,3200000
Tata Safari Storme EX,2015,110000,Diesel,503000
Volvo XC40 D4 Inscription BSIV,2019,20000,Diesel,3800000
Toyota Camry 2.5 Hybrid,2016,68089,Petrol,2000000
Maruti Wagon R LXI,2013,58343,Petrol,225000
Maruti Baleno Alpha 1.3,2018,38817,Diesel,740000
Honda Jazz VX,2016,56494,Petrol,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,79328,Diesel,750000
Maruti Swift AMT VVT VXI,2019,5621,Petrol,650000
Toyota Etios VX,2017,25538,Petrol,625000
Maruti Swift AMT ZXI,2018,69779,Petrol,600000
Hyundai Grand i10 1.2 CRDi Sportz,2017,56290,Diesel,450000
BMW X4 M Sport X xDrive20d,2019,7500,Diesel,5400000
BMW X4 M Sport X xDrive20d,2019,8500,Diesel,5500000
Honda Amaze V CVT Petrol BSIV,2019,7032,Petrol,779000
Skoda Rapid 1.6 MPI AT Elegance,2016,11000,Petrol,645000
Volvo V40 D3 R-Design,2018,2000,Diesel,2475000
Mahindra TUV 300 T8,2015,165000,Diesel,634000
Maruti A-Star Zxi,2012,98500,Petrol,235000
Hyundai i10 Asta,2008,98000,Petrol,275000
Mahindra Thar CRDe AC,2014,40000,Diesel,700000
Fiat Grande Punto Sport 90BHP,2013,90000,Diesel,400000
Maruti Alto LXi,2012,90000,Petrol,215000
Hyundai Getz 1.5 CRDi GVS,2009,110000,Diesel,150000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,77800,Diesel,950000
Mahindra TUV 300 T8,2015,100000,Diesel,730000
Tata Indica V2 Turbomax DLS BS IV,2012,120000,Diesel,135000
Hyundai Xcent 1.2 Kappa Base,2016,80000,Petrol,350000
Mahindra KUV 100 G80 K6 Plus,2018,21000,Petrol,535000
Maruti Swift Dzire Tour S CNG,2018,100000,Petrol,455000
Maruti Swift Dzire VXI 1.2,2019,25000,Petrol,655000
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,30000,Diesel,800000
Toyota Yaris V CVT BSIV,2018,25000,Petrol,1100000
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,40000,Diesel,3000000
Toyota Fortuner 4x2 4 Speed AT,2012,160000,Diesel,1225000
Mahindra KUV 100 G80 K2,2018,51492,Petrol,340000
Volkswagen Vento Diesel Highline,2011,72000,Diesel,300000
Ford Figo 1.2P Titanium Opt MT,2016,60000,Petrol,370000
Mahindra Bolero 2011-2019 SLE,2013,136000,Diesel,330000
Hyundai Santro Xing GLS,2014,60000,Petrol,238000
Hyundai Santro Xing XG,2006,110000,Petrol,72000
Hyundai Santro Xing GLS,2013,90000,Petrol,200000
Nissan Sunny Diesel XV,2014,91000,Diesel,320000
Hyundai Santro Xing GL Plus,2009,90000,Petrol,114999
Maruti Wagon R LXI BS IV,2015,50000,Petrol,320000
Hyundai i10 Era,2010,20000,Petrol,210000
Mahindra Xylo D2 BS IV,2011,120000,Diesel,200000
Maruti Wagon R LXI Minor,2009,150000,Petrol,135000
Tata Indigo CS LS (TDI) BS-III,2015,52000,Diesel,350000
Mahindra Bolero 2011-2019 DI BSIII,2014,167000,Diesel,350000
Maruti Swift Dzire VDI,2017,40000,Diesel,680000
Maruti Swift Vdi BSIII,2010,190000,Diesel,200000
Renault KWID 1.0 RXT Optional,2016,50000,Petrol,300000
Mahindra Xylo E6,2011,70000,Diesel,270000
Maruti Wagon R LXI BSIII,2012,80000,Petrol,225000
Mahindra Bolero DI DX 8 Seater,2008,120000,Diesel,250000
Mahindra TUV 300 T8,2015,40000,Diesel,590000
Hyundai EON Era Plus,2015,17000,Petrol,290000
Maruti Zen Estilo LXI BS IV,2010,180000,Petrol,100000
Maruti Celerio VXI,2016,50000,Petrol,395000
Hyundai EON Era Plus,2014,65000,Petrol,195000
Tata Nano Cx,2011,10000,Petrol,45000
Mahindra Bolero DI DX 8 Seater,2009,70000,Diesel,270000
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,90000,Diesel,600000
Hyundai i20 Asta 1.4 CRDi,2015,50000,Diesel,715000
Hyundai Elite i20 Magna Plus BSIV,2019,10000,Petrol,600000
Mahindra TUV 300 T6 Plus,2019,25000,Diesel,875000
Mahindra Scorpio M2DI,2011,100000,Diesel,420000
Honda CR-V 2.4 4WD AT,2007,70000,Petrol,325000
Datsun GO Anniversary Edition,2017,30000,Petrol,385000
Mahindra KUV 100 mFALCON G80 K2,2016,40000,Petrol,300000
Hyundai i20 Sportz 1.4 CRDi,2012,135000,Diesel,335000
Maruti Celerio LXI,2014,35000,Petrol,300000
Hyundai Accent GLE,2004,120000,Petrol,80000
Mahindra Bolero 2011-2019 SLE,2012,120000,Diesel,400000
Tata Indigo CS LS (TDI) BS III,2012,190000,Diesel,168000
Mahindra Bolero 2011-2019 Plus AC,2016,120000,Diesel,550000
Toyota Etios GD,2012,120000,Diesel,300000
Mahindra Bolero PLUS AC BSIII,2011,175000,Diesel,320000
Mahindra Bolero 2011-2019 Plus - AC BSIII,2011,175000,Diesel,320000
Nissan Sunny XE,2011,25000,Petrol,350000
Tata Manza Club Class Quadrajet90 VX,2013,80000,Diesel,280000
Hyundai Xcent 1.1 CRDi SX Option,2017,70000,Diesel,550000
Hyundai Xcent 1.2 VTVT E Plus,2018,10000,Petrol,500000
Ford Freestyle Titanium Plus Petrol BSIV,2019,6000,Petrol,700000
Skoda Rapid Ultima 1.6 TDI Elegance,2013,90000,Diesel,380000
Mahindra Bolero 2011-2019 Plus - AC BSIII,2012,110000,Diesel,340000
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007,120000,Diesel,160000
Toyota Innova 2.5 G (Diesel) 7 Seater,2014,50000,Diesel,750000
Hyundai Grand i10 1.2 Kappa Magna AT,2018,20000,Petrol,531000
Renault KWID 1.0 RXT Optional,2017,35000,Petrol,300000
Volkswagen Polo 1.5 TDI Comfortline,2014,60000,Diesel,350000
Chevrolet Beat LT,2010,68000,Petrol,150000
Maruti Swift VXI Optional,2015,30000,Petrol,450000
Mahindra XUV500 W10 2WD,2017,54000,Diesel,1625000
Maruti Swift 1.3 VXi,2006,65000,Petrol,140000
Mahindra Bolero GLX,2004,80000,Diesel,250000
Tata Indica V2 DLX TC,2006,120000,Diesel,85000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,30000,Petrol,450000
Maruti Zen Estilo VXI BSIV W ABS,2011,55113,Petrol,170000
Tata Tiago 1.05 Revotorq XM,2017,50000,Diesel,360000
Maruti Alto K10 VXI,2020,6000,Petrol,390000
Maruti Eeco 7 Seater Standard BSIV,2011,50000,Petrol,145000
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,90000,Diesel,540000
Toyota Innova 2.5 E Diesel MS 8-seater,2008,126000,Diesel,290000
Tata Indigo eCS VX BSIV,2013,90000,Diesel,300000
Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,80000,Petrol,565000
Mahindra Scorpio 2.6 CRDe SLE,2011,70000,Diesel,441000
Hyundai Santro Xing XP,2003,80000,Petrol,50000
Hyundai EON Era Plus,2011,80000,Petrol,180000
Hyundai EON D Lite,2013,80000,Petrol,200000
Maruti Alto LX,2005,150000,Petrol,85000
Tata Indica V2 DL BSIII,2006,110000,Diesel,67500
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,110000,Diesel,700000
Volkswagen Polo Diesel Highline 1.2L,2010,80000,Diesel,275000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,20000,Petrol,600000
Mahindra Xylo D2,2011,120000,Diesel,250000
Mahindra Bolero 2011-2019 DI - AC BS III,2016,120000,Diesel,600000
Fiat Linea 1.3 Active,2010,80000,Diesel,200000
Hyundai Grand i10 CRDi Sportz,2015,91500,Diesel,425000
Maruti Swift Dzire VDi,2012,120000,Diesel,420000
Hyundai i20 1.4 CRDi Era,2012,100000,Diesel,321000
Mahindra Xylo D4 BSIV,2012,120000,Diesel,350000
Honda Amaze i-VTEC Privilege Edition,2017,80000,Petrol,490000
Mahindra Scorpio S2 7 Seater,2015,90000,Diesel,680000
Maruti Alto K10 VXI,2016,70000,Petrol,298000
Hyundai Santro GLS I - Euro I,1999,110000,Petrol,80000
Mahindra Scorpio M2DI,2011,150000,Diesel,450000
Skoda Superb 1.8 TSI,2010,60000,Petrol,400000
Tata Indica Vista Quadrajet ZX,2012,40000,Diesel,250000
Ford Endeavour Hurricane Limited Edition,2013,110000,Diesel,1075000
Hyundai Grand i10 Sportz,2017,20000,Petrol,500000
Ford Freestyle Trend Petrol BSIV,2019,10000,Petrol,681000
Mahindra XUV500 W8 2WD,2014,90000,Diesel,650000
Chevrolet Aveo U-VA 1.2 LS,2008,70000,Petrol,80000
Mahindra Bolero SLX 2WD BSIII,2009,120000,Diesel,290000
Mahindra Scorpio 2.6 SPORTZ CRDe,2006,120000,Diesel,220000
Hyundai Santro Xing GL,2009,90000,Petrol,120000
Datsun RediGO Sport,2017,80000,Petrol,229999
Mahindra Bolero ZLX BSIII,2003,132478,Diesel,150000
Maruti Swift Dzire VXI,2014,45000,Petrol,500000
Tata Indigo CS LS (TDI) BS III,2013,120000,Diesel,175000
Ford Freestyle Titanium Petrol BSIV,2019,10000,Petrol,720000
Maruti 800 AC,2012,51000,Petrol,100000
Honda Civic 1.8 V AT,2009,105000,Petrol,250000
Mahindra XUV500 W6 2WD,2014,100000,Diesel,810000
Maruti Alto LXi,2010,30000,Petrol,165000
Chevrolet Tavera Neo 3 LS 10 Str,2016,60000,Diesel,409999
Maruti Swift VDI,2013,86000,Diesel,430000
Datsun GO Plus D1,2015,15000,Petrol,300000
Maruti Swift Dzire VDi,2011,137500,Diesel,350000
Renault KWID 1.0 RXT Optional,2018,60000,Petrol,400000
Chevrolet Enjoy 1.3 TCDi LS 7,2016,70000,Diesel,420000
Maruti Wagon R VXI BS IV,2015,5000,Petrol,430000
Maruti Swift VXI Optional,2017,30000,Petrol,573000
Hyundai EON D Lite Plus,2015,40000,Petrol,210000
Renault Duster 110PS Diesel RxZ,2015,60000,Diesel,600000
Honda City 2017-2020 GXi,2008,70000,Petrol,150000
Tata Tigor 1.2 Revotron XT,2019,15000,Petrol,550000
Maruti Swift Dzire ZDi,2011,110000,Diesel,320000
Maruti 800 AC,2000,70000,Petrol,80000
Honda Amaze VX Diesel BSIV,2019,10000,Diesel,800000
Maruti Ertiga ZXI,2013,60000,Petrol,500000
Tata Manza Aura Quadrajet,2011,110000,Diesel,229999
Maruti Ertiga ZXI,2013,60000,Petrol,500000
Hyundai i20 Asta 1.2,2015,35000,Petrol,630000
Maruti Omni E MPI STD BS IV,2016,70000,Petrol,190000
Tata Manza Aura Quadrajet,2011,110000,Diesel,229999
Mahindra Bolero VLX CRDe,2011,100000,Diesel,450000
Maruti Alto Std,2008,120000,Petrol,95000
Maruti Omni 8 Seater BSII,2009,90000,Petrol,101000
Honda Amaze E i-Dtech,2016,70000,Diesel,500000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,88000,Diesel,1019999
Hyundai EON Era Plus,2012,38000,Petrol,244000
Maruti Wagon R LXI BS IV,2013,90000,Petrol,250000
Maruti Baleno Alpha 1.2,2016,60000,Petrol,660000
Hyundai i20 Magna,2010,60000,Petrol,270000
Maruti Ritz VDi,2012,156060,Diesel,280000
Hyundai Creta 1.6 CRDi SX,2017,60000,Diesel,1050000
Maruti Swift Dzire VXI,2017,70000,Petrol,525000
Hyundai Verna 1.6 CRDi S,2017,35000,Diesel,850000
Mahindra XUV500 W10 1.99 mHawk,2016,50000,Diesel,1165000
Maruti Swift ZXI,2012,50000,Petrol,345000
Hyundai Santro Xing XS,2007,100000,Petrol,95000
Maruti Alto 800 LXI,2015,15000,Petrol,241000
Maruti Alto 800 LXI,2015,20000,Petrol,235000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,80000,Diesel,615000
Mahindra Verito Vibe 1.5 dCi D4,2014,110000,Diesel,350000
Maruti Wagon R Stingray VXI,2014,35000,Petrol,350000
Maruti Wagon R Stingray VXI,2014,35000,Petrol,380000
Tata Sumo Gold EX BSIII,2017,140000,Diesel,400000
Maruti Zen Estilo LXI BS IV,2010,40000,Petrol,220000
Tata Sumo GX,2008,110000,Diesel,270000
Maruti Ritz ZXi,2012,70000,Petrol,275000
Tata Indica Vista Terra 1.4 TDI,2009,100000,Diesel,125000
Hyundai i10 Sportz 1.1L,2015,20000,Petrol,360000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,15000,Petrol,550000
Ford Fiesta 1.4 ZXi Duratec,2011,70000,Petrol,200000
Mahindra KUV 100 mFALCON G80 K2,2016,20000,Petrol,327000
Hyundai i10 Sportz 1.1L,2016,15000,Petrol,425000
Maruti Swift Dzire VDI,2017,107000,Diesel,620000
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,54000,Diesel,130000
Maruti Alto LX,2009,58000,Petrol,120000
Mahindra Scorpio SLE BSIV,2011,110000,Diesel,400000
Hyundai Verna CRDi SX,2007,90000,Diesel,185000
Hyundai EON 1.0 Kappa Magna Plus,2015,43000,Petrol,204999
Maruti Swift Dzire VDI,2017,43000,Diesel,625000
Maruti Ertiga ZDI,2013,60000,Diesel,600000
Tata Indigo GLX,2011,150000,Petrol,150000
Renault KWID 1.0 RXT Optional,2017,35000,Petrol,300000
Chevrolet Sail Hatchback Petrol,2013,46000,Petrol,229999
Maruti Omni E MPI STD BS IV,2018,10000,Petrol,220000
Hyundai i20 Asta Option 1.2,2016,35000,Petrol,576000
Renault KWID RXT,2016,50000,Petrol,265000
