name,company,year,kms_driven,fuel_type,Price
Maruti suzuki swift,Maruti,2014,44000,Petrol,315000
Skoda octavia classic,Skoda,2006,65000,Diesel,114990
Maruti suzuki omni,Maruti,2012,160000,LPG,120000
Chevrolet beat diesel,Chevrolet,2011,56000,Diesel,125000
Tata sumo gold,Tata,2012,75000,Diesel,210000
Hyundai verna 1.6,Hyundai,2018,42000,Diesel,855000
Mahindra scorpio 2.6,Mahindra,2007,56000,Diesel,260000
Maruti suzuki zen,Maruti,2002,10544,Petrol,95000
Maruti suzuki swift,Maruti,2011,64000,Petrol,255000
Mahindra scorpio slx,Mahindra,2008,70000,Diesel,300000
Hyundai grand i10,Hyundai,2014,25000,Petrol,340000
Hyundai elite i20,Hyundai,2017,15000,Petrol,550000
Ford ikon 1.6,Ford,2003,50000,Petrol,60000
Toyota innova 2.5,Toyota,2011,147000,Diesel,750000
Nissan sunny xl,Nissan,2011,52000,Petrol,230000
Chevrolet beat lt,Chevrolet,2012,90001,Diesel,130000
Maruti suzuki alto,Maruti,2017,21000,Petrol,270000
Maruti suzuki swift,Maruti,2012,48006,Diesel,280000
Toyota innova 2.0,Toyota,2012,80000,Diesel,600000
Maruti suzuki swift,Maruti,2010,74000,Diesel,190000
Hyundai elite i20,Hyundai,2015,22000,Petrol,500000
Mahindra xuv500 w10,Mahindra,2016,41000,Diesel,1065000
Volkswagen polo trendline,Volkswagen,2015,25000,Diesel,350000
Toyota etios liva,Toyota,2012,85000,Diesel,350000
Mahindra tuv300 t4,Mahindra,2016,29500,Diesel,540000
Hyundai elite i20,Hyundai,2015,30000,Petrol,470000
Hyundai santro xing,Hyundai,2014,57000,Petrol,179000
Maruti suzuki zen,Maruti,2003,60000,Petrol,48000
Maruti suzuki ciaz,Maruti,2016,50000,Petrol,650000
Hyundai eon era,Hyundai,2013,39700,Petrol,190000
Hyundai elantra 1.8,Hyundai,2012,65000,Petrol,500000
Maruti suzuki swift,Maruti,2010,67000,Diesel,270000
Maruti suzuki zen,Maruti,2008,46000,Petrol,125000
Hyundai eon era,Hyundai,2012,38000,Petrol,188000
Hyundai grand i10,Hyundai,2016,27000,Petrol,380000
Hyundai verna fluidic,Hyundai,2011,43000,Diesel,365000
Ford ecosport trend,Ford,2014,47000,Petrol,465000
Hyundai i20 magna,Hyundai,2011,42000,Petrol,240000
Chevrolet beat diesel,Chevrolet,2016,19336,Diesel,179999
Tata indica ev2,Tata,2015,60105,Diesel,140000
Bmw 3 series,Bmw,2011,35000,Diesel,1075000
Maruti suzuki swift,Maruti,2015,22000,Petrol,475000
Bmw x1 sdrive20d,Bmw,2012,41000,Diesel,1025000
Maruti suzuki s,Maruti,2016,21000,Diesel,615000
Maruti suzuki ertiga,Maruti,2013,48000,Diesel,475000
Maruti suzuki alto,Maruti,2016,38000,Petrol,270000
Honda city sv,Honda,2014,34000,Diesel,475000
Volkswagen vento comfortline,Volkswagen,2011,45933,Petrol,240000
Honda city 1.5,Honda,2005,68000,Petrol,120000
Mahindra kuv100,Mahindra,2017,35000,Diesel,360000
Tata zest xe,Tata,2018,102563,Diesel,450000
Mahindra xuv500 w8,Mahindra,2015,28600,Diesel,900000
Maruti suzuki swift,Maruti,2017,41800,Diesel,650000
Tata sumo gold,Tata,2014,116000,Diesel,275000
Maruti suzuki swift,Maruti,2009,59000,Petrol,210000
Mahindra scorpio 2.6,Mahindra,2004,58000,Diesel,175000
Maruti suzuki omni,Maruti,2009,45000,Petrol,85000
Renault duster,Renault,2014,7400,Diesel,800000
Volkswagen jetta comfortline,Volkswagen,2009,54500,Diesel,450000
Toyota corolla altis,Toyota,2014,29000,Petrol,790000
Chevrolet beat lt,Chevrolet,2012,36000,Petrol,135000
Bmw x1,Bmw,2011,34000,Diesel,1000000
Datsun redi go,Datsun,2018,7000,Petrol,299999
Mahindra scorpio slx,Mahindra,2004,60000,Diesel,175000
Volkswagen vento comfortline,Volkswagen,2011,95000,Diesel,200000
Tata indigo cs,Tata,2017,50000,Diesel,270000
Ford figo petrol,Ford,2019,0,Petrol,525000
Honda city zx,Honda,2006,50000,Petrol,180000
Maruti suzuki wagon,Maruti,2008,68000,Petrol,140000
Ford ecosport trend,Ford,2014,16000,Petrol,400000
Maruti suzuki swift,Maruti,2016,51000,Diesel,499000
Maruti suzuki omni,Maruti,2009,56000,Petrol,85000
Maruti suzuki zen,Maruti,2004,100000,Petrol,70000
Renault duster rxl,Renault,2015,36000,Petrol,550000
Maruti suzuki swift,Maruti,2014,11523,Petrol,370000
Maruti suzuki baleno,Maruti,2018,1000,Petrol,690000
Honda wr v,Honda,2009,60000,Petrol,250000
Tata indigo cs,Tata,2016,85000,Diesel,110000
Renault duster 110,Renault,2013,38600,Diesel,490000
Mahindra scorpio lx,Mahindra,2009,95500,Diesel,320000
Maruti suzuki zen,Maruti,2004,56000,Petrol,68000
Maruti suzuki wagon,Maruti,2014,37458,Petrol,130000
Maruti suzuki sx4,Maruti,2016,85960,Diesel,970000
Hyundai eon d,Hyundai,2018,35000,Petrol,280000
Maruti suzuki zen,Maruti,2009,0,Petrol,125000
Mahindra scorpio slx,Mahindra,2008,80000,Diesel,285000
Hyundai santro ae,Hyundai,2011,45000,Petrol,165000
Maruti suzuki swift,Maruti,2009,51000,Diesel,250000
Mahindra xylo d2,Mahindra,2011,48000,Diesel,390000
Hyundai santro,Hyundai,2003,51000,Petrol,60000
Chevrolet beat lt,Chevrolet,2015,90000,Diesel,215000
Maruti suzuki swift,Maruti,2015,43000,Diesel,475000
Mahindra xuv500 w8,Mahindra,2015,53000,Diesel,899000
Maruti suzuki alto,Maruti,2013,20000,Petrol,240000
Hyundai getz gle,Hyundai,2007,55000,Petrol,99000
Maruti suzuki swift,Maruti,2014,120000,Diesel,260000
Hyundai santro xing,Hyundai,2007,46000,Petrol,115000
Hyundai santro xing,Hyundai,2009,43200,Petrol,88000
Mahindra xylo d2,Mahindra,2011,56000,Diesel,390000
Hyundai santro xing,Hyundai,2007,42000,Petrol,135000
Tata indica v2,Tata,2009,30600,Diesel,90000
Hyundai i10 sportz,Hyundai,2011,38000,Petrol,220000
Hyundai grand i10,Hyundai,2017,2550,Petrol,424999
Hyundai santro xing,Hyundai,2007,47000,Petrol,135000
Honda city 1.5,Honda,2005,41000,Petrol,95000
Nissan micra xl,Nissan,2017,62500,Diesel,430000
Honda city 1.5,Honda,2005,68000,Petrol,115000
Maruti suzuki alto,Maruti,2015,50000,Petrol,215000
Maruti suzuki wagon,Maruti,2004,69000,Petrol,53000
Maruti suzuki ertiga,Maruti,2012,48000,Diesel,500000
Tata indica ev2,Tata,2012,55000,Diesel,85000
Maruti suzuki omni,Maruti,2013,25000,Petrol,165000
Hyundai eon era,Hyundai,2014,28400,Petrol,200000
Hyundai eon,Hyundai,2014,28000,Petrol,200000
Maruti suzuki swift,Maruti,2015,42000,Diesel,425000
Hyundai verna 1.6,Hyundai,2012,29000,Diesel,600000
Chevrolet tavera ls,Chevrolet,2005,68485,Diesel,130000
Tata tiago revotron,Tata,2018,3500,Petrol,430000
Tata tiago revotorq,Tata,2019,0,Petrol,568500
Maruti suzuki zen,Maruti,2006,32000,Petrol,71000
Mahindra kuv100 k8,Mahindra,2018,8000,Diesel,560000
Ford ecosport titanium,Ford,2014,34000,Diesel,590000
Hindustan motors ambassador,Hindustan,1995,37000,Petrol,750000
Ford fusion 1.4,Ford,2007,85455,Diesel,125000
Hyundai santro xing,Hyundai,2007,46000,Petrol,135000
Hyundai santro,Hyundai,2002,47000,Petrol,60000
Fiat linea emotion,Fiat,2009,64000,Petrol,120000
Ford ikon 1.3,Ford,2008,46000,Petrol,95000
Maruti suzuki omni,Maruti,2017,8000,Petrol,240000
Tata indica v2,Tata,2012,64000,Diesel,115000
Mahindra scorpio s4,Mahindra,2015,63000,Diesel,795000
Hyundai santro xing,Hyundai,2007,65000,Petrol,55000
Mahindra xylo d2,Mahindra,2009,62000,Diesel,300000
Hyundai grand i10,Hyundai,2014,41000,Petrol,320000
Maruti suzuki alto,Maruti,2015,14000,Petrol,265000
Toyota corolla,Toyota,2006,40000,Petrol,160000
Hyundai eon magna,Hyundai,2017,1600,Petrol,300000
Tata sumo grande,Tata,2010,90000,Diesel,130000
Maruti suzuki swift,Maruti,2011,58000,Diesel,250000
Volkswagen polo highline1.2l,Volkswagen,2013,27000,Petrol,380000
Maruti suzuki alto,Maruti,2003,60000,Petrol,42000
Tata tiago revotron,Tata,2017,31000,Petrol,400000
Maruti suzuki swift,Maruti,2009,90000,Diesel,120000
Tata indigo ecs,Tata,2016,150000,Diesel,130000
Chevrolet beat ls,Chevrolet,2014,31000,Diesel,189000
Mahindra xylo e8,Mahindra,2011,43000,Diesel,365000
Hyundai eon d,Hyundai,2013,20000,Petrol,170000
Tata sumo gold,Tata,2013,100000,Petrol,215000
Tata nano,Tata,2013,7000,Petrol,60000
Hyundai elite i20,Hyundai,2017,31000,Petrol,599999
Hyundai i10 magna,Hyundai,2009,33000,Petrol,400000
Hyundai creta,Hyundai,2016,60000,Diesel,900000
Volkswagen polo,Volkswagen,2013,48000,Diesel,299999
Maruti suzuki dzire,Maruti,2014,33000,Petrol,374999
Tata bolt xm,Tata,2015,15000,Petrol,600000
Maruti suzuki alto,Maruti,2005,47000,Petrol,70000
Maruti suzuki alto,Maruti,2005,40000,Petrol,100000
Maruti suzuki ritz,Maruti,2010,38000,Diesel,150000
Maruti suzuki alto,Maruti,2017,12500,Petrol,225000
Maruti suzuki dzire,Maruti,2009,42000,Petrol,210000
Hyundai i20 asta,Hyundai,2014,31000,Petrol,425000
Maruti suzuki swift,Maruti,2008,60000,Diesel,162000
Tata indica v2,Tata,2005,80000,Diesel,60000
Mahindra scorpio vlx,Mahindra,2014,77000,Diesel,650000
Toyota innova 2.5,Toyota,2012,75000,Diesel,750000
Mahindra xylo e8,Mahindra,2010,40000,Diesel,375000
Hyundai i20 magna,Hyundai,2011,47000,Petrol,230000
Maruti suzuki omni,Maruti,2000,60000,Petrol,35999
Mahindra kuv100,Mahindra,2016,26500,Petrol,380000
Mahindra kuv100 k8,Mahindra,2019,2875,Petrol,560000
Datsun go plus,Datsun,2016,13900,Petrol,285000
Tata indica v2,Tata,2005,80000,Diesel,39999
Hyundai santro xing,Hyundai,2006,60000,Petrol,85000
Maruti suzuki wagon,Maruti,2016,20000,Petrol,395000
Maruti suzuki swift,Maruti,2008,58000,Diesel,175000
Maruti suzuki alto,Maruti,2019,1500,Petrol,400000
Toyota innova 2.5,Toyota,2011,75000,Diesel,750000
Maruti suzuki alto,Maruti,2016,2450,Petrol,250000
Maruti suzuki alto,Maruti,2019,1625,Petrol,425000
Volkswagen polo highline1.2l,Volkswagen,2017,45000,Petrol,525000
Mahindra logan,Mahindra,2009,65000,Diesel,130000
Maruti suzuki 800,Maruti,2000,33400,Petrol,30000
Mahindra scorpio,Mahindra,2011,60123,Diesel,475000
Chevrolet sail 1.2,Chevrolet,2013,28000,Petrol,300000
Hyundai santro ae,Hyundai,2003,70000,Petrol,60000
Maruti suzuki wagon,Maruti,2006,7000,Petrol,100000
Hyundai eon,Hyundai,2018,25000,Petrol,260000
Tata manza,Tata,2015,100000,Diesel,100000
Toyota etios g,Toyota,2013,42000,Petrol,265000
Toyota qualis,Toyota,2003,100000,Diesel,180000
Hyundai santro xing,Hyundai,2004,137495,Petrol,45000
Tata indica ev2,Tata,2016,91200,Diesel,50500
Honda city 1.5,Honda,2009,55000,Petrol,270000
Tata zest xe,Tata,2017,120000,Diesel,290000
Mahindra quanto c4,Mahindra,2013,63000,Diesel,325000
Tata indigo ecs,Tata,2016,104000,Diesel,160000
Maruti suzuki swift,Maruti,2016,146000,Diesel,350000
Hyundai elite i20,Hyundai,2011,40000,Petrol,290000
Hyundai i20 select,Hyundai,2011,40000,Petrol,290000
Chevrolet tavera neo,Chevrolet,2007,100800,Diesel,465000
Maruti suzuki dzire,Maruti,2016,150000,Diesel,325000
Hyundai elite i20,Hyundai,2018,2100,Petrol,510000
Honda city vx,Honda,2016,95000,Petrol,860000
Maruti suzuki dzire,Maruti,2016,2500,Diesel,450000
Hyundai getz,Hyundai,2006,80000,Petrol,125000
Mercedes benz c,Mercedes,2006,15000,Petrol,500001
Maruti suzuki alto,Maruti,2005,65000,Petrol,95000
Skoda fabia,Skoda,2009,45000,Petrol,110000
Maruti suzuki ritz,Maruti,2011,50000,Petrol,270000
Tata indica v2,Tata,2009,30000,Diesel,110000
Toyota corolla altis,Toyota,2009,132000,Petrol,300000
Tata zest xm,Tata,2018,27000,Diesel,260000
Mahindra quanto c8,Mahindra,2013,40000,Diesel,390000
Maruti swift dzire,Maruti,2014,145500,Diesel,450000
Skoda rapid 1.5,Skoda,2014,120000,Diesel,370000
Honda city 2017-2020,Honda,2006,140000,Petrol,158000
Hyundai i20 sportz,Hyundai,2010,127000,Diesel,225000
Maruti swift vxi,Maruti,2007,120000,Petrol,130000
Hyundai xcent 1.2,Hyundai,2017,45000,Petrol,440000
Maruti wagon r,Maruti,2007,175000,LPG,96000
Maruti 800 dx,Maruti,2001,5000,Petrol,45000
Toyota etios vxd,Toyota,2011,90000,Diesel,350000
Ford figo diesel,Ford,2013,169000,Diesel,200000
Renault duster 110ps,Renault,2014,68000,Diesel,500000
Maruti zen lx,Maruti,2005,100000,Petrol,92000
Maruti swift dzire,Maruti,2009,140000,Diesel,280000
Maruti swift 1.3,Maruti,2007,80000,Petrol,200000
Maruti wagon r,Maruti,2009,90000,Petrol,180000
Mahindra kuv 100,Mahindra,2016,40000,Petrol,400000
Maruti ertiga shvs,Maruti,2016,70000,Diesel,778000
Hyundai i20 1.4,Hyundai,2012,53000,Diesel,500000
Maruti alto lx,Maruti,2002,80000,Petrol,150000
Hyundai i20 2015-2017,Hyundai,2016,100000,Diesel,680000
Mahindra verito 1.5,Mahindra,2011,100000,Diesel,174000
Honda wr-v i-dtec,Honda,2017,50000,Diesel,950000
Maruti swift dzire,Maruti,2015,40000,Diesel,525000
Maruti sx4 zdi,Maruti,2012,72000,Diesel,600000
Tata tigor 2017-2020,Tata,2018,35000,Petrol,500000
Maruti baleno delta,Maruti,2016,45000,Petrol,575000
Maruti alto 800,Maruti,2017,28000,Petrol,275000
Chevrolet enjoy tcdi,Chevrolet,2013,70000,Diesel,300000
Maruti wagon r,Maruti,2009,120000,Petrol,220000
Maruti omni e,Maruti,2018,25000,Petrol,254999
Maruti vitara brezza,Maruti,2017,70000,Diesel,670000
Fiat palio 1.2,Fiat,2003,50000,Petrol,70000
Maruti omni 8,Maruti,2012,35000,Petrol,150000
Hyundai i20 1.2,Hyundai,2018,2388,Petrol,730000
Maruti vitara brezza,Maruti,2017,16200,Diesel,650000
Maruti alto 800,Maruti,2019,10000,CNG,330000
Maruti alto k10,Maruti,2019,15000,Petrol,366000
Hyundai verna vtvt,Hyundai,2019,5000,Petrol,1149000
Datsun go d,Datsun,2016,42000,Petrol,150000
Tata safari dicor,Tata,2011,60000,Diesel,425000
Maruti 800 std,Maruti,2012,76000,Petrol,150000
Honda city i,Honda,2018,28900,Petrol,925000
Honda city v,Honda,2013,86300,Petrol,425000
Maruti swift dzire,Maruti,2018,23300,Petrol,675000
Maruti vitara brezza,Maruti,2018,32600,Diesel,819999
Maruti alto k10,Maruti,2018,10300,Petrol,390000
Toyota innova 2.5,Toyota,2013,99000,Diesel,700000
Honda amaze s,Honda,2015,49800,Diesel,425000
Mitsubishi pajero sport,Mitsubishi,2013,151000,Diesel,1090000
Honda city i,Honda,2015,54700,Diesel,600000
Maruti ciaz zeta,Maruti,2018,64000,Petrol,850000
Honda jazz vx,Honda,2015,63000,Diesel,525000
Toyota innova 2.5,Toyota,2016,99000,Diesel,950000
Tata manza elan,Tata,2011,120000,Diesel,265000
Hyundai i10 magna,Hyundai,2011,110000,Petrol,190000
Hyundai i20 asta,Hyundai,2013,60000,Diesel,425000
Maruti swift dzire,Maruti,2015,147000,Diesel,630000
Ford figo 1.2p,Ford,2017,25000,Petrol,600000
Maruti baleno delta,Maruti,2019,30000,Petrol,650000
Volkswagen ameo 1.5,Volkswagen,2016,40000,Diesel,540000
Honda city i,Honda,2015,135000,Diesel,630000
Maruti wagon r,Maruti,2018,30000,Petrol,448000
Volkswagen ameo 1.5,Volkswagen,2017,80000,Diesel,500000
Maruti vitara brezza,Maruti,2016,70000,Diesel,745000
Maruti vitara brezza,Maruti,2019,9850,Diesel,1025000
Hyundai i10 magna,Hyundai,2011,60000,Petrol,235000
Maruti swift vdi,Maruti,2016,70000,Diesel,630000
Maruti swift star,Maruti,2013,120000,Diesel,450000
Maruti ertiga zxi,Maruti,2012,120000,Petrol,450000
Tata indica dls,Tata,2003,70000,Diesel,50000
Volkswagen vento diesel,Volkswagen,2013,170000,Diesel,450000
Ford ecosport 1.5,Ford,2015,90000,Diesel,610000
Maruti celerio zxi,Maruti,2017,10000,Petrol,484999
Datsun go a,Datsun,2016,49000,Petrol,275000
Maruti alto 800,Maruti,2016,32000,Petrol,315000
Maruti alto 800,Maruti,2016,38000,Petrol,275000
Maruti swift vdi,Maruti,2015,78000,Diesel,475000
Hyundai i10 era,Hyundai,2012,28000,Petrol,290000
Maruti omni 8,Maruti,2017,32000,Petrol,280000
Maruti wagon r,Maruti,2010,44000,LPG,225000
Volkswagen polo 1.2,Volkswagen,2015,42000,Petrol,455000
Hyundai i10 magna,Hyundai,2015,45000,Petrol,351000
Volkswagen vento petrol,Volkswagen,2012,12000,Petrol,535000
Maruti zen estilo,Maruti,2009,55500,Petrol,175000
Hyundai i20 asta,Hyundai,2013,61500,Petrol,525000
Maruti swift dzire,Maruti,2016,150000,Diesel,600000
Hyundai xcent 1.2,Hyundai,2016,72000,Petrol,565000
Maruti alto lx,Maruti,2008,68000,Petrol,120000
Hyundai i20 1.4,Hyundai,2017,110000,Diesel,725000
Maruti wagon r,Maruti,2009,77000,Petrol,185000
Tata manza aura,Tata,2010,100000,Diesel,200000
Maruti swift vxi,Maruti,2019,10000,Petrol,615000
Maruti eeco 7,Maruti,2016,100000,Petrol,270000
Maruti baleno zeta,Maruti,2018,35000,Petrol,610000
Mahindra scorpio vlx,Mahindra,2014,70000,Diesel,625000
Ford freestyle titanium,Ford,2020,5000,Petrol,400000
Hyundai verna vtvt,Hyundai,2017,37800,Petrol,866000
Volkswagen passat 1.8,Volkswagen,2010,114000,Petrol,700000
Tata indica vista,Tata,2010,48000,Petrol,300000
Tata indigo cs,Tata,2016,100000,Diesel,375000
Hyundai verna 1.6,Hyundai,2013,150000,Diesel,522000
Hyundai i20 magna,Hyundai,2013,69000,Diesel,451999
Toyota corolla altis,Toyota,2009,100000,Petrol,300000
Maruti celerio vxi,Maruti,2020,13000,Petrol,475000
Maruti vitara brezza,Maruti,2016,60000,Diesel,780000
Maruti swift dzire,Maruti,2017,40000,Petrol,595000
Maruti wagon r,Maruti,2017,35000,Petrol,440000
Maruti swift vdi,Maruti,2010,120000,Diesel,300000
Nissan terrano xl,Nissan,2014,70000,Diesel,400000
Hyundai creta 1.6,Hyundai,2016,50000,Diesel,1140000
Ford ecosport 1.5,Ford,2017,76139,Diesel,850000
Maruti swift dzire,Maruti,2012,175000,Diesel,370000
Renault kwid 1.0,Renault,2018,25000,Petrol,350000
Maruti celerio vxi,Maruti,2015,40000,Petrol,360000
Maruti alto lxi,Maruti,2008,65000,Petrol,105000
Maruti ertiga vdi,Maruti,2013,90000,Diesel,625000
Hyundai santro xing,Hyundai,2009,80000,Petrol,135000
Maruti ertiga vdi,Maruti,2015,110000,Diesel,700000
Honda amaze s,Honda,2019,1303,Petrol,690000
Honda city i-vtec,Honda,2017,41000,Petrol,795000
Toyota corolla altis,Toyota,2013,39000,Petrol,625000
Maruti ciaz zdi,Maruti,2015,40000,Diesel,535000
Bmw 5 series,Bmw,2010,72200,Petrol,975000
Hyundai elantra s,Hyundai,2016,49900,Petrol,805000
Tata nexon 1.2,Tata,2018,11000,Petrol,811000
Volkswagen vento petrol,Volkswagen,2011,49000,Petrol,375000
Hyundai elantra sx,Hyundai,2012,95000,Petrol,550000
Skoda rapid 1.6,Skoda,2016,11000,Petrol,645000
Maruti ertiga zxi,Maruti,2014,46100,Petrol,599000
Honda city v,Honda,2017,18000,Petrol,875000
Toyota glanza v,Toyota,2019,9654,Petrol,894999
Maruti alto k10,Maruti,2011,11000,Petrol,175000
Maruti swift vxi,Maruti,2012,24300,Petrol,340000
Tata nexon 1.5,Tata,2018,8000,Diesel,1025000
Toyota camry w4,Toyota,2009,71000,Petrol,450000
Maruti ertiga bsiv,Maruti,2016,20000,Petrol,850000
Volkswagen vento diesel,Volkswagen,2011,100000,Diesel,300000
Ford figo aspire,Ford,2018,9500,Petrol,575000
Ford figo diesel,Ford,2011,120000,Diesel,160000
Maruti swift vxi,Maruti,2015,36600,Petrol,515000
Maruti wagon r,Maruti,2015,50000,Petrol,390000
Hyundai i20 magna,Hyundai,2016,14000,Petrol,550000
Maruti 800 std,Maruti,1999,40000,Petrol,40000
Maruti ritz vdi,Maruti,2010,120000,Diesel,220000
Hyundai grand i10,Hyundai,2015,70000,Petrol,425000
Volkswagen ameo 1.0,Volkswagen,2019,13000,Petrol,480000
Hyundai grand i10,Hyundai,2014,60000,Petrol,400000
Maruti swift dzire,Maruti,2014,35000,Petrol,487000
Hyundai xcent 1.2,Hyundai,2016,44000,Petrol,386000
Honda city 1.5,Honda,2005,120000,Petrol,100000
Toyota corolla altis,Toyota,2010,60000,Diesel,300000
Daewoo matiz sd,Daewoo,2000,60000,Petrol,100000
Mahindra kuv 100,Mahindra,2016,15000,Petrol,450000
Tata zest quadrajet,Tata,2017,90000,Diesel,490000
Honda city 1.5,Honda,2009,47000,Petrol,345000
Maruti zen lxi,Maruti,2005,90000,Petrol,85000
Maruti wagon r,Maruti,2010,120600,Petrol,215000
Hyundai verna transform,Hyundai,2010,100000,Petrol,320000
Maruti swift dzire,Maruti,2016,60000,Petrol,459999
Hyundai getz gls,Hyundai,2005,86000,Petrol,65000
Hyundai elite i20,Hyundai,2020,5000,Petrol,720000
Maruti ciaz 1.3,Maruti,2017,37000,Diesel,800000
Tata tigor 1.2,Tata,2019,14000,Petrol,520000
Maruti ertiga vdi,Maruti,2015,70000,Diesel,580000
Toyota etios gd,Toyota,2012,120000,Diesel,235000
Honda city i,Honda,2015,50000,Petrol,600000
Honda brio s,Honda,2014,60000,Petrol,290000
Maruti wagon r,Maruti,2016,50000,CNG,360000
Maruti swift dzire,Maruti,2017,50000,Petrol,550000
Hyundai i20 sportz,Hyundai,2013,70000,Petrol,375000
Maruti omni e,Maruti,2003,90000,Petrol,40000
Maruti wagon r,Maruti,2018,35000,Petrol,420000
Maruti swift dzire,Maruti,2017,20000,Petrol,550000
Maruti alto 800,Maruti,2018,20000,Petrol,270000
Maruti swift dzire,Maruti,2018,7800,Petrol,700000
Maruti swift vxi,Maruti,2017,20000,Petrol,500000
Hyundai i20 magna,Hyundai,2013,31377,Petrol,320000
Maruti swift dzire,Maruti,2018,50000,Diesel,700000
Maruti wagon r,Maruti,2015,60000,Petrol,290000
Toyota corolla altis,Toyota,2012,100000,Petrol,550000
Honda brio s,Honda,2012,60000,Petrol,265000
Maruti baleno alpha,Maruti,2018,5000,Petrol,830000
Tata safari storme,Tata,2017,60000,Diesel,800000
Maruti alto lxi,Maruti,2011,25000,Petrol,160000
Renault kwid rxt,Renault,2018,30000,Petrol,335000
Datsun go t,Datsun,2017,80000,Petrol,329000
Maruti vitara brezza,Maruti,2017,75000,Diesel,775000
Hyundai xcent 1.2,Hyundai,2020,32000,Petrol,524000
Maruti alto 800,Maruti,2015,40000,Petrol,245000
Hyundai i20 1.2,Hyundai,2012,93000,Petrol,275000
Tata zest revotron,Tata,2018,60000,Petrol,520000
Maruti swift 1.3,Maruti,2008,120000,Petrol,130000
Nissan sunny xl,Nissan,2014,37000,Petrol,550000
Ford ecosport 1.5,Ford,2018,15000,Petrol,910000
Nissan micra active,Nissan,2015,80000,Petrol,300000
